"person" "activities" "mean(tBodyAcc.mean.X)" "mean(tBodyAcc.mean.Y)" "mean(tBodyAcc.mean.Z)" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.meanFreq.."
7 "SITTING" 0.284674637291667 -0.01461097580375 -0.122464597625 -0.046505809 0.79471389 0.49361047 0.073784657 0.012429251 -0.0027465573 -0.027990931 -0.076381787 0.085668932 -0.097070197 -0.039570108 -0.051092771 -0.99806665 -0.99806665 -0.99489391 -0.9957328 -0.99825122 -0.99345848 -0.99364512 -0.99559052 -0.1036521 0.26323767 0.42356846 -0.99342412 -0.99283984 -0.99350367 0.10017487 0.19211809 0.1592164 -0.99843234 -0.99531251 -0.99672164 0.44423621 -0.091602334 0.36518879 -0.99692833 0.554057 -0.99509202 0.55095095 -0.99687288 0.27608059 -0.9984656 0.76687404
7 "STANDING" 0.282723539433962 -0.0145740341037736 -0.0997778303207547 -0.045825016 0.79508264 0.4936137 0.071361768 0.011811938 -0.0018420682 -0.027377177 -0.071766256 0.08841283 -0.098884325 -0.042440564 -0.055245263 -0.99790544 -0.99790544 -0.99666354 -0.99571593 -0.99809252 -0.99430003 -0.99575514 -0.99526322 0.033137219 0.24134491 0.22871953 -0.99411153 -0.9952737 -0.99487676 0.21695907 0.19027172 0.096404531 -0.99882861 -0.99467702 -0.99679319 0.39648138 -0.029012912 0.11959938 -0.99743494 0.49468163 -0.99559478 0.35659083 -0.99671137 0.42834164 -0.99774489 0.51350873
7 "WALKING" 0.275592961754386 -0.018653665345614 -0.110912234947368 -0.055034629 0.87234565 0.15782376 0.11101429 -0.22943808 0.34105954 0.072403251 0.13835198 0.45338693 -0.040634044 0.094200146 -0.31226655 -0.027508362 -0.027508362 -0.742861 -0.38195459 -0.70838478 -0.7624721 -0.50567557 -0.39640328 -0.50094838 0.25407023 -0.31942832 -0.79581217 -0.6254879 -0.71256591 -0.083075208 -0.045976528 -0.42205069 -0.088673249 -0.66771465 -0.40424581 -0.38621771 0.09549298 -0.14285546 -0.36346041 -0.32296312 -0.68207355 -0.17401925 -0.18250374 -0.40669851 -0.54765693 -0.20104248
7 "WALKING_DOWNSTAIRS" 0.28030708 -0.0166332372978723 -0.096938308587234 -0.16876892 0.91490323 -0.16464523 0.11674395 -0.01798659 0.4417175 -0.11308188 0.11271912 0.3234831 -0.36091469 -0.19322027 -0.11898592 -0.47948386 -0.47948386 -0.88880599 -0.71786906 -0.87959102 -0.82134259 -0.84075912 -0.31242653 -0.61751322 0.65102098 -0.42073118 -0.86598151 -0.82101674 -0.7690232 0.3681313 0.92583858 0.057899372 -0.4264851 -0.8303334 -0.69723778 0.14216485 0.66378501 -0.13435853 -0.37994767 -0.5879413 -0.78447317 -0.527563 -0.49524998 -0.076626201 -0.61014116 -0.10207138
7 "WALKING_UPSTAIRS" 0.248706923078431 -0.0275639005607843 -0.143769688803922 -0.27793837 0.92885299 -0.29541016 0.088185566 0.0011180361 0.048807266 -0.14832746 0.005663764 0.21880248 -0.23395072 -0.048339191 -0.06989635 -0.90848825 -0.90848825 -0.96977274 -0.82800989 -0.96962031 -0.95855139 -0.96654308 -0.90532403 -0.33440304 -0.28965085 -0.47629694 -0.96225497 -0.98307298 -0.96084679 0.17125734 -0.11017066 -0.19213194 -0.77502222 -0.97669198 -0.91457516 0.12168224 -0.38738167 -0.14916419 -0.93795977 -0.39803891 -0.96587353 0.19140539 -0.86001455 -0.37817825 -0.96960276 -0.18570573
8 "LAYING" 0.261254282907407 -0.0212281733881481 -0.102245365611111 -0.28781038 0.9304777 -0.29007455 0.097062457 0.015139223 -0.014036984 -0.1288836 -0.04469618 0.16001907 -0.10959249 -0.046464394 -0.085147414 -0.83461265 -0.83461265 -0.97365752 -0.83672107 -0.97227927 -0.96565209 -0.96925136 -0.87213674 -0.088032596 -0.68790455 -0.98451497 -0.9703103 -0.98833898 -0.96414971 0.1701612 -0.099926655 -0.41673063 -0.86238904 -0.97884284 -0.92404192 -0.78702419 -0.58410024 -0.17226152 -0.89113266 -0.75876835 -0.96884903 -0.054815187 -0.87700538 -0.87814875 -0.96938828 -0.3732856
8 "SITTING" 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.27981806 0.93756427 -0.25336946 0.071163899 -0.0060898604 -0.090718563 -0.053692246 -0.073374127 0.096810837 -0.0015141946 -0.056316728 -0.076834055 -0.86715221 -0.86715221 -0.98525868 -0.91034309 -0.98289683 -0.98568688 -0.96580292 -0.86356942 -0.47670786 -0.30408045 -0.55247097 -0.98884697 -0.98858462 -0.97343643 0.0011695654 -0.033895617 -0.36784088 -0.83103132 -0.98063913 -0.94710548 -0.030701469 -0.19589065 -0.25718385 -0.88532525 -0.75593712 -0.98270918 0.13661246 -0.84213436 -0.14974675 -0.97780829 -0.36438767
8 "STANDING" 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.26612231 0.94630484 -0.21665214 0.07253847 0.0018099541 -0.047144915 -0.017388406 -0.088039484 0.068896777 -0.064280841 -0.038603081 -0.068946083 -0.96875933 -0.96875933 -0.98915485 -0.96911972 -0.99038924 -0.98488729 -0.98409837 -0.95904091 -0.24873721 -0.031277856 -0.036179181 -0.98621974 -0.99041315 -0.9896296 0.11398878 0.10822427 0.11631885 -0.94941736 -0.99746197 -0.971371 0.20290781 0.30711011 0.18509446 -0.97166482 -0.25777515 -0.99068172 0.47751835 -0.96908901 -0.025331605 -0.9908718 0.20083662
8 "WALKING" 0.27468631 -0.0186628865310417 -0.107252090833333 -0.25863635 0.94546379 -0.21812437 0.082075927 0.011901395 0.0028825188 -0.0094085362 -0.087686673 0.068361908 -0.094406598 -0.040115366 -0.053776534 -0.97634025 -0.97634025 -0.99064473 -0.973355 -0.99310466 -0.98864986 -0.99026874 -0.98792164 -0.2004347 0.28820668 0.056157776 -0.98767157 -0.98943245 -0.99116486 0.34307574 0.040123272 0.071753051 -0.97673598 -0.9980298 -0.97861155 -0.52470035 0.24864173 0.002199634 -0.98781539 0.035465992 -0.99198771 0.59985047 -0.98337085 -0.34464127 -0.9923517 0.13317051
8 "WALKING_DOWNSTAIRS" 0.283484089210526 -0.0211058674973684 -0.107598135394737 -0.25465591 0.94214079 -0.22900956 0.068672675 0.013327801 0.025608012 -0.020558174 -0.082166273 0.06545188 -0.094378814 -0.039266694 -0.050983366 -0.97497252 -0.97497252 -0.99264565 -0.98063855 -0.99559615 -0.99033154 -0.98746795 -0.97397442 -0.1117051 0.13988526 -0.034531802 -0.99349939 -0.98931696 -0.99081607 0.21697372 0.14632192 0.13188497 -0.98425104 -0.99886212 -0.98675927 -0.58234296 0.16115332 0.22313686 -0.98850581 0.040314364 -0.99359075 0.63342025 -0.98885366 -0.41869016 -0.99627425 0.53147448
8 "WALKING_UPSTAIRS" 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.25494683 0.94101831 -0.23524917 0.047902837 -0.018595263 -0.12766154 0.024587586 -0.070614491 0.037393774 -0.093045155 -0.039868629 -0.05903851 -0.90892854 -0.90892854 -0.9885357 -0.93141727 -0.9905289 -0.96946302 -0.95840615 -0.85266551 -0.26432834 -0.094138379 -0.21125018 -0.98993527 -0.98973206 -0.98303649 -0.0074790285 0.10578662 -0.27687124 -0.95149979 -0.995859 -0.95383515 -0.79127465 -0.41652742 -0.55173166 -0.84562397 -0.31082056 -0.98880082 0.29523329 -0.95524758 -0.86443717 -0.99061669 -0.12398377
9 "LAYING" 0.2591955368 -0.020526821662 -0.10754972144 -0.26976596 0.93317912 -0.26905586 0.072627393 0.017406061 -0.015762254 0.0020427908 -0.074395011 0.051178275 -0.12705469 -0.042409048 -0.050174035 -0.82300481 -0.82300481 -0.9870433 -0.91085919 -0.98986372 -0.97906703 -0.97775339 -0.9269642 -0.91246392 -0.48543757 -0.91491442 -0.99088858 -0.98913602 -0.97978891 -0.075838415 0.11800538 -0.33571495 -0.92964774 -0.9951308 -0.95232809 -0.43806217 -0.41390998 -0.6243862 -0.92483605 -0.92491884 -0.98817717 0.34402042 -0.95903046 -0.74272494 -0.98878954 -0.078734888
9 "SITTING" 0.24832674354 -0.02701677698 -0.07537846886 -0.30336177 0.91828313 -0.33406763 0.10743578 0.04915265 0.15072266 -0.072931964 -0.081659445 0.11781819 -0.12117714 -0.040054031 -0.024570479 -0.8716271 -0.8716271 -0.99032317 -0.94897412 -0.99312553 -0.96460237 -0.95018078 -0.82504955 -0.42103335 -0.069719686 -0.18773824 -0.99280525 -0.99180572 -0.98709146 0.11326578 0.23530437 -0.24699029 -0.9646197 -0.99748597 -0.96229156 0.046186949 -0.25347912 0.35036873 -0.85175682 -0.26135795 -0.98937615 0.46392077 -0.97517385 -0.25174273 -0.99064043 0.09907692
9 "STANDING" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.69553313 0.72141371 0.67577988 0.14824513 0.018076146 -0.0099643768 -0.0023142606 -0.38134958 0.28917439 -0.1061418 -0.024243291 -0.073149089 -0.91669749 -0.91669749 -0.95122949 -0.82362506 -0.95467236 -0.88818832 -0.93993626 -0.95811371 -0.16036093 0.10275943 0.16895156 -0.92166437 -0.94530182 -0.96271005 -0.1605417 -0.11193767 -0.089458262 -0.9432567 -0.92403925 -0.86836961 -0.15734933 0.02255863 -0.05355976 -0.86122749 -0.17696391 -0.91953741 -0.15064558 -0.89283142 -0.24721644 -0.93660357 -0.26747458
9 "WALKING" 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.72762928 0.71743485 0.68079188 0.084172767 0.013429448 -0.0088533945 -0.031533371 -0.24528334 0.15656219 -0.098648269 -0.0088691152 -0.098258239 -0.98122621 -0.98122621 -0.98586535 -0.91425567 -0.98654648 -0.98350603 -0.97597165 -0.98590039 0.035258617 -0.033292597 0.25595446 -0.98286485 -0.9797115 -0.98779743 0.1059467 -0.010313722 0.08628947 -0.98404221 -0.95693298 -0.93642651 -0.12132554 -0.069338384 0.25617829 -0.9798187 0.06306111 -0.9863168 0.11206121 -0.9398944 -0.13540755 -0.98854277 -0.049977157
9 "WALKING_DOWNSTAIRS" 0.295923445 -0.0203994269075476 -0.0910278793952381 -0.72085621 0.71396105 0.68526411 0.059172424 0.020983328 0.003382057 -0.039082748 -0.13179261 0.079899406 -0.1007216 -0.030101192 -0.073474108 -0.99088456 -0.99088456 -0.99101218 -0.96723595 -0.99178625 -0.9876537 -0.98703306 -0.99727769 0.3216529 0.38730134 0.6217661 -0.98684333 -0.98760613 -0.99427157 0.13715023 0.094014329 0.28854815 -0.99323132 -0.97738939 -0.97203965 0.23206614 -0.26214884 0.10720148 -0.99197665 0.50459984 -0.9939209 0.29880214 -0.97713959 -0.15353401 -0.99292703 0.015555555
9 "WALKING_UPSTAIRS" 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.71824729 0.71111133 0.68862349 0.076035903 0.013382995 -0.007992728 -0.035839184 -0.074036713 0.059131448 -0.095766701 -0.031586378 -0.051629454 -0.99461891 -0.99461891 -0.99381926 -0.98499982 -0.99527188 -0.99325448 -0.99099548 -0.99591471 0.19252541 0.14965928 0.48800776 -0.99009077 -0.99238197 -0.99366124 0.41202942 0.14860248 0.21666324 -0.99530733 -0.98824826 -0.99596877 0.087068821 0.13428448 0.66367534 -0.99570482 0.46407627 -0.99428451 0.30399456 -0.99449861 0.21623503 -0.99519095 0.013795332
10 "LAYING" 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.71982373 0.70859517 0.69142117 0.083713455 0.011526507 -0.0058181692 -0.03070443 -0.057090164 0.064112225 -0.095886296 -0.037434207 -0.049878664 -0.99755985 -0.99755985 -0.99553935 -0.98941665 -0.99514057 -0.99480028 -0.99446 -0.99347166 0.21748419 0.16716417 0.26865578 -0.99232598 -0.99504179 -0.99215369 0.29971456 0.15395946 0.25953004 -0.99643778 -0.99494675 -0.99365789 0.65844206 0.62572574 0.42922897 -0.99559954 0.44747309 -0.99521573 0.60565548 -0.99524502 0.38401151 -0.99613378 0.4572953
10 "SITTING" 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.72009525 0.7081513 0.69318963 0.075670506 0.0068063114 0.0077829162 -0.02852509 -0.057714662 0.07397583 -0.097260231 -0.042370195 -0.053067421 -0.99893571 -0.99893571 -0.99495126 -0.99328876 -0.99624462 -0.99683568 -0.99584843 -0.99133581 0.15164998 0.53682537 0.53697589 -0.99520942 -0.99476653 -0.99014194 0.33686283 0.2148425 0.30764334 -0.99730043 -0.99655775 -0.99370716 0.64369617 0.42283349 0.34184866 -0.99595286 0.54836422 -0.99588693 0.63100168 -0.99511318 0.26666972 -0.99746842 0.71852357
10 "STANDING" 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.71981933 0.70791099 0.69418107 0.083126265 0.00995022 0.0037197928 -0.026875752 -0.065254288 0.083337246 -0.097186163 -0.043182318 -0.049661825 -0.99762785 -0.99762785 -0.99374906 -0.99676166 -0.99711144 -0.99450096 -0.99577759 -0.99070777 0.30249899 0.45724947 0.30023527 -0.99335427 -0.99414756 -0.9895632 0.26114666 0.22432896 0.26504014 -0.99702217 -0.99627738 -0.99443824 0.50764734 0.35946496 0.56670408 -0.99500693 0.58975244 -0.99559725 0.68405635 -0.99657987 0.41889338 -0.99856279 0.53479623
10 "WALKING" 0.278574076603774 -0.017022351190566 -0.109057512132075 -0.71847033 0.70722564 0.69341273 0.081997015 0.014824447 0.0073997541 -0.024763532 -0.072646738 0.0937767 -0.096593835 -0.042297251 -0.050572781 -0.9914538 -0.9914538 -0.99399789 -0.99639256 -0.99670883 -0.99207201 -0.99165914 -0.99193175 -0.027459591 0.1573608 0.2023142 -0.99369972 -0.99373144 -0.99046314 0.27977652 0.089655596 0.22704739 -0.99648191 -0.99635947 -0.99474587 0.46560239 0.46958733 0.28219384 -0.99397873 0.34075098 -0.99442889 0.56597219 -0.99729607 0.45268152 -0.99756037 0.3037467
10 "WALKING_DOWNSTAIRS" 0.290401594315789 -0.0200050770710526 -0.110848597247368 -0.71309112 0.70885242 0.6912159 0.06159483 0.0083470872 -0.0068951122 -0.027288741 -0.072090637 0.083183671 -0.10012442 -0.039127706 -0.061962697 -0.98920966 -0.98920966 -0.99307567 -0.99293871 -0.9967011 -0.98919656 -0.9918902 -0.9909891 0.10639135 0.046742725 0.39524276 -0.99318004 -0.9946953 -0.98991309 0.14670809 0.16667033 0.17121495 -0.99594508 -0.9967507 -0.98611633 0.14896409 0.41680561 0.13266723 -0.9938574 0.37780741 -0.99315024 0.52080767 -0.99503331 0.2946896 -0.99676935 0.49973764
10 "WALKING_UPSTAIRS" 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.70914868 0.71106611 0.68994861 0.070519824 0.0046784377 -0.012536393 -0.029765371 -0.07288768 0.078529226 -0.098793364 -0.041135997 -0.054256847 -0.99040175 -0.99040175 -0.99424052 -0.99273406 -0.99617884 -0.99229201 -0.99126868 -0.99021783 -0.22608141 -0.011136631 0.44045496 -0.99487743 -0.99596629 -0.98845394 0.23062648 0.21989244 0.23165312 -0.9957317 -0.99674375 -0.98767458 0.072218003 0.21573152 0.027782368 -0.994644 0.42623947 -0.99437506 0.43546593 -0.99456117 0.3110773 -0.99664966 0.46425784
11 "LAYING" 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.71036516 0.70956997 0.69175181 0.085430755 0.022670342 -0.013913567 -0.023724761 -0.073166234 0.099927166 -0.099219815 -0.039877484 -0.056519309 -0.98226511 -0.98226511 -0.99645159 -0.98881937 -0.99564426 -0.98789123 -0.98362648 -0.98799678 -0.38489458 -0.03658438 0.048929818 -0.99496661 -0.99399535 -0.99523128 0.27008004 0.16991212 0.15814933 -0.99369717 -0.99488487 -0.98570719 -0.10170117 0.24180202 -0.23499031 -0.99136982 -0.15234651 -0.9987856 0.57217338 -0.99352195 -0.017421988 -0.99661583 0.31208588
11 "SITTING" 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.58922506 0.7846827 0.63285929 0.17251034 0.050036903 -0.09166723 0.17650597 -0.37064377 0.63994236 -0.16111861 -0.018182076 -0.19292642 -0.86552976 -0.86552976 -0.97485844 -0.63911675 -0.97895591 -0.87591761 -0.91903677 -0.92589239 -0.29342338 -0.33822934 0.32968921 -0.97058848 -0.95727493 -0.9721968 -0.045353676 0.23833772 0.12833716 -0.8904681 -0.96559907 -0.79977099 -0.078331517 0.033977749 0.11669959 -0.84038757 0.11174425 -0.96465703 0.155971 -0.82829165 -0.16155123 -0.97420276 0.074633221
11 "STANDING" 0.277715562765957 -0.0171990886595745 -0.108686630425532 -0.58048716 0.77009784 0.63225034 0.039292808 0.0073950262 0.0170328 0.061929535 -0.286331 0.34741163 -0.13891879 -0.019907312 -0.12768588 -0.93097813 -0.93097813 -0.9876883 -0.82024716 -0.98941993 -0.94672016 -0.97751198 -0.9777984 -0.51318462 0.06149433 0.046451077 -0.98894226 -0.97966473 -0.98905918 0.39150432 0.059667875 0.081954665 -0.93186499 -0.96575429 -0.87663156 -0.046283772 -0.40811193 -0.13344328 -0.96034958 -0.42203139 -0.98990585 0.35339734 -0.88776134 -0.31557703 -0.99041701 0.22040587
11 "WALKING" 0.271821892881356 -0.0166475833623729 -0.106096304033898 -0.56016657 0.77174741 0.63096127 0.089127334 0.0048566452 0.0027823965 -0.0043025236 -0.18282093 0.16657936 -0.1187739 -0.02155816 -0.096986971 -0.96798124 -0.96798124 -0.98981544 -0.93136684 -0.99358379 -0.97911858 -0.98851962 -0.98640179 -0.49076786 0.26172617 0.065483831 -0.98991577 -0.9890838 -0.9892029 0.20467037 0.050839684 -0.015625307 -0.96919358 -0.97570017 -0.93900691 -0.027147061 -0.16988025 0.012672152 -0.98503957 -0.12822174 -0.99266739 0.44052974 -0.95679596 -0.25646238 -0.99408064 0.53559246
11 "WALKING_DOWNSTAIRS" 0.291605631956522 -0.0178097721219565 -0.111070149978261 -0.56364509 0.77073753 0.63399216 0.078494785 0.017328539 -0.015292153 -0.033484636 -0.10529417 0.072248557 -0.10723028 -0.023488733 -0.084992094 -0.97918424 -0.97918424 -0.98946973 -0.96540293 -0.99406694 -0.98563114 -0.98941258 -0.98787455 -0.47933402 0.26088776 0.59600635 -0.98886252 -0.9907002 -0.98778963 0.23371047 0.2196178 0.054388132 -0.98675792 -0.97745031 -0.95854598 0.017444541 -0.14866643 -0.067054804 -0.98700688 0.024987335 -0.99188228 0.63546189 -0.98455106 -0.2747463 -0.99376879 0.40218589
11 "WALKING_UPSTAIRS" 0.263775859277778 -0.0303157822055556 -0.106797216481481 -0.55997593 0.77059469 0.63445297 0.077769042 0.0049524785 0.0037924964 -0.041686651 -0.073833051 0.048034885 -0.095958557 -0.040903783 -0.043397342 -0.98243677 -0.98243677 -0.9898351 -0.97730692 -0.9944413 -0.9846067 -0.98612221 -0.99193171 -0.59960615 0.34377801 0.53066389 -0.98981792 -0.98649677 -0.9890906 0.012130168 0.28042511 0.092720935 -0.99510838 -0.99155016 -0.97860099 0.13104497 0.057615935 -0.091005155 -0.98814184 0.12127178 -0.99239689 0.31007696 -0.98918503 -0.13904733 -0.99412077 0.061763825
12 "LAYING" 0.260113433 -0.0175203917146667 -0.108160125666667 -0.56124794 0.77026141 0.63556832 0.079098632 0.015055689 0.012241295 -0.039533916 -0.067116322 0.061494108 -0.094195045 -0.04180834 -0.043250891 -0.97902373 -0.97902373 -0.99175592 -0.98168007 -0.99507025 -0.98498364 -0.98642472 -0.99270456 -0.62741783 0.34254357 0.61210962 -0.99188149 -0.98550374 -0.9913033 0.086727959 0.13248905 0.18841928 -0.99421759 -0.99144391 -0.97932504 0.16838178 -0.19986146 -0.10191336 -0.98672683 -0.077478751 -0.99380059 0.3769415 -0.9871068 -0.103062 -0.99511085 0.10112052
12 "SITTING" 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.55560372 0.76955427 0.63545798 0.062898707 0.01253753 -0.012163607 -0.035580551 -0.056262295 0.058187332 -0.097366409 -0.041631596 -0.053713027 -0.98083557 -0.98083557 -0.99200077 -0.98466842 -0.99563424 -0.98055573 -0.98704037 -0.9881628 -0.47961684 0.41508167 0.3369254 -0.99399934 -0.98464943 -0.98957456 -0.077332424 0.20979543 0.062026144 -0.99553714 -0.99278293 -0.98587962 -0.0043234176 -0.095332403 -0.26216596 -0.98673781 -0.13232721 -0.99282979 0.55346454 -0.98962904 -0.27750289 -0.9963639 0.27767397
12 "STANDING" 0.277405834918033 -0.0169002543196721 -0.105526999754098 -0.55417483 0.76906401 0.63554937 0.094204621 0.0059664465 -0.0015305477 -0.028334978 -0.074639135 0.091224555 -0.094790236 -0.039882834 -0.051752962 -0.98172401 -0.98172401 -0.98930602 -0.98818907 -0.99563919 -0.97607879 -0.98692208 -0.98696021 -0.30726285 0.42947613 0.37746002 -0.99292066 -0.98600416 -0.98508613 0.23277755 0.24632774 0.11838549 -0.99408327 -0.99371293 -0.9861413 0.23179979 -0.11265748 -0.29644825 -0.98260472 -0.026347767 -0.98995227 0.49336389 -0.99369774 0.025863609 -0.99720313 0.34688074
12 "WALKING" 0.2771286656 -0.015560927606 -0.10316110632 -0.55271292 0.76874208 0.63638767 0.075351154 0.013076733 0.0068509114 -0.025914376 -0.073034601 0.092189631 -0.095747891 -0.03821589 -0.059380367 -0.9780311 -0.9780311 -0.98886288 -0.98733156 -0.9943734 -0.9856926 -0.98916706 -0.99033808 -0.52333456 0.27841872 0.6740316 -0.98966032 -0.98859528 -0.98649575 0.24118574 0.15217795 0.32016153 -0.99499963 -0.99147937 -0.9810812 0.31503648 -0.15877187 -0.27880927 -0.98442006 -0.048036425 -0.9904473 0.62467931 -0.99084317 -0.024833247 -0.9966969 0.41457365
12 "WALKING_DOWNSTAIRS" 0.281521097391304 -0.018084266865793 -0.10955593226087 -0.54135944 0.76948547 0.63553833 0.059309913 0.0048735219 0.00020497514 -0.029695515 -0.066395121 0.073190939 -0.099146775 -0.044608843 -0.050353735 -0.97782444 -0.97782444 -0.99150787 -0.98853747 -0.99198729 -0.97729151 -0.9872845 -0.98904021 -0.26736787 0.17959395 0.086956373 -0.98947822 -0.98975836 -0.99085408 0.32175795 -0.011794612 0.1627639 -0.99409124 -0.98785183 -0.98270522 0.055216082 -0.0018096974 0.022672575 -0.98457882 0.027997237 -0.9946943 0.67573393 -0.98906668 0.20332817 -0.9933037 0.51044403
12 "WALKING_UPSTAIRS" 0.272970338653846 -0.0263574903403846 -0.107339730115385 -0.54142899 0.76868403 0.63685569 0.086535909 0.014491718 -0.0082304493 -0.027499714 -0.080806128 0.097877102 -0.099017154 -0.042829335 -0.049676334 -0.97905506 -0.97905506 -0.99284837 -0.98848981 -0.99400093 -0.98145542 -0.99025497 -0.9891044 -0.7269953 0.30167847 0.2032024 -0.99351557 -0.99007808 -0.99242618 -0.071097525 0.1213782 0.062166537 -0.99495233 -0.98905199 -0.98416488 -0.28468881 0.08790451 -0.0030171243 -0.98675301 -0.20249967 -0.99616437 0.67102743 -0.9906415 0.16449132 -0.99308424 0.26899646
13 "LAYING" 0.276716360483871 -0.020440454366129 -0.104331864532258 -0.53980076 0.76711883 0.63977993 0.072480984 0.013565205 -0.01340999 -0.024836383 -0.074969156 0.093691936 -0.10048672 -0.036671533 -0.064884504 -0.97585522 -0.97585522 -0.9921009 -0.98491656 -0.9965863 -0.98639525 -0.99061067 -0.98877423 -0.61491946 0.38498721 0.38878695 -0.99214286 -0.98992356 -0.99101122 -0.013875405 0.25998136 0.06729306 -0.99579699 -0.99159841 -0.97965508 0.03281243 -0.18368067 -0.26967328 -0.9873106 -0.20439138 -0.99380031 0.52094134 -0.99061381 -0.18678598 -0.99668223 0.15873316
13 "SITTING" 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.5260992 0.76781001 0.63887995 0.06358326 0.0059606386 0.009815996 -0.028389623 -0.066310125 0.069226483 -0.098380613 -0.040333986 -0.055965625 -0.97270083 -0.97270083 -0.99199659 -0.98687675 -0.99706358 -0.97798891 -0.98938866 -0.98902587 -0.63122981 0.43866617 0.28718429 -0.99194477 -0.98930556 -0.9903459 0.15329933 0.24565699 0.028138509 -0.9957548 -0.99397302 -0.9836393 -0.1098539 -0.30018023 -0.41863891 -0.98822762 -0.13914641 -0.99339481 0.37497334 -0.99140603 -0.26420496 -0.99722476 0.33253574
13 "STANDING" 0.277758431052632 -0.0167891993964912 -0.112124137754386 -0.44518402 0.72416087 0.6928576 0.25044741 -0.045314077 0.0027198713 -0.0092333374 -0.25520922 0.88128535 -0.096538218 -0.014633867 -0.15257955 -0.83832832 -0.83832832 -0.94554613 -0.62704398 -0.96133859 -0.7924532 -0.88027293 -0.928943 -0.14359931 -0.20153899 -0.22898253 -0.92591756 -0.93828263 -0.95123082 -5.9943934e-05 0.039918767 0.18679541 -0.96818154 -0.92823905 -0.82790376 -0.010470872 -0.0060376104 -0.11210457 -0.72360452 0.019778849 -0.92555001 -0.25743368 -0.87464314 -0.30468605 -0.94870164 0.3061148
13 "WALKING" 0.275883130350877 -0.0185660651947368 -0.111431456192982 -0.45773968 0.73490997 0.67375042 0.033688411 0.024279626 0.0071620992 -0.0072446312 -0.18686219 0.52942171 -0.095439778 -0.032406354 -0.15377522 -0.94172385 -0.94172385 -0.98350154 -0.79207494 -0.98515789 -0.94306187 -0.965062 -0.98612746 -0.42856768 0.094998057 0.34056095 -0.98180874 -0.9735496 -0.98624545 0.11749755 -0.081546674 0.19103213 -0.9903391 -0.97320204 -0.84248832 0.15120625 -0.0046472937 -0.08104756 -0.95107449 -0.075743742 -0.98131798 0.11204852 -0.89481239 -0.2560921 -0.9848441 0.26176492
13 "WALKING_DOWNSTAIRS" 0.294907553404255 -0.0143723839108511 -0.101993941531915 -0.44870757 0.73027157 0.67849513 0.083780036 0.019513231 -0.016720209 -0.010337358 -0.14941332 0.24732821 -0.097793493 -0.037016276 -0.12870742 -0.97260849 -0.97260849 -0.98643906 -0.91489077 -0.98945033 -0.98090238 -0.97721412 -0.98305031 -0.44273949 0.23254302 0.38341922 -0.98781588 -0.97760191 -0.9860186 0.079634123 -0.037495553 0.3364304 -0.99300505 -0.98662812 -0.89261107 0.070038871 0.46797026 0.042590461 -0.9800993 -0.034980336 -0.98375749 0.16216244 -0.93771462 -0.15231238 -0.987722 0.26942714
